run_id,task_id,arm,model,tool_version,site,start_url,success,failure_category,wall_clock_s,reset_s,setup_s,agent_s,model_turns,actions_or_tool_calls,input_tokens,output_tokens,cached_tokens,caching,est_cost_usd,cost_estimated,retries,retry_wait_ms,budget_exhausted,temperature,perturbation_id,spec_shape,rescored,source,timestamp
ea-3_wm-gemini_31805e45-3caf-4259-93aa-07bc0d80b461,ea-3,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,35.044,29.393,0.192,5.459,3,6,5270,276,0,provider-managed,0.0049875,,0,0,false,default,none,none,,,2026-08-17T09:58:01.420Z
ea-3_wm-gemini_90adf450-64e5-4e1e-9c75-f5aa33643adc,ea-3,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,32.552,28.416,0.189,3.946,2,4,3097,245,0,provider-managed,0.0032415,,0,0,false,default,none,none,,,2026-08-17T09:58:34.029Z
ea-4_wm-gemini_b8e02a26-a331-4b99-9f14-b52822bad92b,ea-4,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,32.030,28.115,0.219,3.696,2,4,3110,176,0,provider-managed,0.0029925,,0,0,false,default,none,none,,,2026-08-17T09:59:06.134Z
ea-4_wm-gemini_34fa3a48-4a1e-4a97-8c35-1af3d060aca1,ea-4,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,32.399,28.425,0.151,3.824,2,4,3119,214,0,provider-managed,0.00314175,,0,0,false,default,none,none,,,2026-08-17T09:59:38.591Z
ea-4_wm-gemini_5fc811e1-5381-4159-9616-f44ada5ad70d,ea-4,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,34.447,29.822,0.162,4.463,2,4,3112,196,0,provider-managed,0.003069,,0,0,false,default,none,none,,,2026-08-17T10:00:13.112Z
ea-5_wm-gemini_0d3dd004-030e-4ecd-9c65-347853742f29,ea-5,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,34.156,28.251,0.185,5.720,3,6,5013,262,0,provider-managed,0.00474225,,0,0,false,default,none,none,,,2026-08-17T10:00:47.326Z
ea-5_wm-gemini_334d30f9-6671-4fa8-a776-1da3946444b0,ea-5,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,34.225,28.437,0.229,5.559,3,6,5005,262,0,provider-managed,0.00473625,,0,0,false,default,none,none,,,2026-08-17T10:01:21.615Z
ea-5_wm-gemini_d025efe7-f405-4c9c-ae7c-507242d496ee,ea-5,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,36.335,30.025,0.199,6.110,3,6,5169,371,0,provider-managed,0.005268,,0,0,false,default,none,none,,,2026-08-17T10:01:58.025Z
ea-6_wm-gemini_67acf800-74d0-49d9-a11f-b786baa37433,ea-6,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,37.622,28.424,0.228,8.971,4,8,12373,708,0,provider-managed,0.01193475,,0,0,false,default,none,none,,,2026-08-17T10:02:36.058Z
ea-6_wm-gemini_be05ed2c-9e9d-4e58-8c53-4e67b4af6ffa,ea-6,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,38.619,29.112,0.148,9.360,4,8,12520,679,0,provider-managed,0.01193625,,0,0,false,default,none,none,,,2026-08-17T10:03:15.077Z
ea-6_wm-gemini_e04bd8aa-a07f-4a18-84b4-3cbc6e0587e7,ea-6,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,37.485,28.622,0.157,8.707,4,8,12346,595,0,provider-managed,0.01149075,,0,0,false,default,none,none,,,2026-08-17T10:03:52.966Z
ea-7_wm-gemini_75eb6fa0-6b50-49f6-bb8c-2726559de24d,ea-7,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,39.780,27.743,0.220,11.817,5,11,17057,707,0,provider-managed,0.015444,,0,0,false,default,none,none,,,2026-08-17T10:04:33.162Z
ea-7_wm-gemini_e6978b2b-5830-4860-aabe-1dbf2f795fd8,ea-7,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,39.988,27.874,0.210,11.903,5,11,17353,848,0,provider-managed,0.01619475,,0,0,false,default,none,none,,,2026-08-17T10:05:13.483Z
ea-7_wm-gemini_be7c57fd-7cfc-46e5-a5f4-174829573809,ea-7,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,39.453,28.209,0.225,11.020,5,11,17395,925,0,provider-managed,0.016515,,0,0,false,default,none,none,,,2026-08-17T10:05:53.277Z
ea-8_wm-gemini_e6e2ce87-64db-4b96-aee1-8db22b66e7d1,ea-8,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,55.327,29.440,1.071,24.816,3,7,4567,656,0,provider-managed,0.00588525,,0,0,false,default,none,none,,,2026-08-17T10:06:48.674Z
ea-8_wm-gemini_ac6bda3e-d1a2-49a4-a158-b15b1ef8ac22,ea-8,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,54.001,29.243,0.201,24.557,3,7,4567,755,0,provider-managed,0.0062565,,0,0,false,default,none,none,,,2026-08-17T10:07:42.729Z
ea-8_wm-gemini_9ce539c1-cf0b-439c-8711-a3257315bff3,ea-8,wm-gemini,gemini-3.6-flash,gemini-rest,easyappointments,http://127.0.0.1:3227,true,,52.077,28.413,0.137,23.527,3,7,4567,628,0,provider-managed,0.00578025,,0,0,false,default,none,none,,,2026-08-17T10:08:34.869Z
lh-1_wm-gemini_98498b19-0208-47f9-b45c-33ba8461249b,lh-1,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,29.098,21.701,0.461,6.936,3,6,2856,308,0,provider-managed,0.003297,,0,0,false,default,none,none,,,2026-08-17T10:10:22.639Z
lh-1_wm-gemini_30502481-d3e5-4166-82e5-c38229edcbcf,lh-1,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.763,21.632,0.423,5.709,3,6,2817,246,0,provider-managed,0.00303525,,0,0,false,default,none,none,,,2026-08-17T10:10:50.465Z
lh-1_wm-gemini_8fedaa36-ceec-4f0c-a6c0-4f8c1d598850,lh-1,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,28.806,21.932,0.433,6.442,3,6,2991,367,0,provider-managed,0.0036195,,0,0,false,default,none,none,,,2026-08-17T10:11:19.323Z
lh-2_wm-gemini_1fd3e180-071c-400f-b548-d24bde7b493f,lh-2,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,28.526,23.477,0.377,4.672,2,4,2200,292,0,provider-managed,0.002745,,0,0,false,default,none,none,,,2026-08-17T10:11:47.900Z
lh-2_wm-gemini_d7a43576-a552-4375-be91-4331cdc603fe,lh-2,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.531,21.834,0.430,5.267,2,4,2234,280,0,provider-managed,0.0027255,,0,0,false,default,none,none,,,2026-08-17T10:12:15.477Z
lh-2_wm-gemini_626a5c10-789a-4717-ae2a-ba526970c5f6,lh-2,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,26.473,22.296,0.379,3.798,2,4,2146,184,0,provider-managed,0.0022995,,0,0,false,default,none,none,,,2026-08-17T10:12:42.004Z
lh-3_wm-gemini_ec656bc0-f41b-46f7-b5ef-1af6d9246a35,lh-3,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.107,22.328,0.415,4.363,2,4,2214,300,0,provider-managed,0.0027855,,0,0,false,default,none,none,,,2026-08-17T10:13:09.161Z
lh-3_wm-gemini_37f1640f-bc27-4be5-80dc-fcc54da7c870,lh-3,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.501,22.727,0.433,4.341,2,4,2211,272,0,provider-managed,0.00267825,,0,0,false,default,none,none,,,2026-08-17T10:13:36.718Z
lh-3_wm-gemini_30d56e93-564b-4572-a393-465715eaf50f,lh-3,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,25.913,21.654,0.408,3.850,2,4,2211,322,0,provider-managed,0.00286575,,0,0,false,default,none,none,,,2026-08-17T10:14:02.686Z
lh-5_wm-gemini_0532b838-3554-4b9f-9b8b-fa3bbdf8f29a,lh-5,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,28.246,21.699,0.413,6.133,3,6,3582,422,0,provider-managed,0.004269,,0,0,false,default,none,none,,,2026-08-17T10:14:30.982Z
lh-5_wm-gemini_5ebb04ff-c6c3-4dad-9fa8-2149efeb541b,lh-5,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.420,21.506,0.381,5.533,3,6,3396,318,0,provider-managed,0.0037395,,0,0,false,default,none,none,,,2026-08-17T10:14:58.464Z
lh-5_wm-gemini_33498a21-b094-4ffc-91b7-27a4384f8d5d,lh-5,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.504,21.135,0.395,5.974,3,6,3391,342,0,provider-managed,0.00382575,,0,0,false,default,none,none,,,2026-08-17T10:15:26.017Z
lh-6_wm-gemini_79065a5d-1944-45b9-bbd3-a14736b058df,lh-6,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,28.344,21.085,0.359,6.900,4,8,3945,279,0,provider-managed,0.004005,,0,0,false,default,none,none,,,2026-08-17T10:15:54.430Z
lh-6_wm-gemini_b1a6c47b-0a80-443c-819f-8ff6d7968d3f,lh-6,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,29.236,21.419,0.376,7.441,4,8,4070,351,0,provider-managed,0.00436875,,0,0,false,default,none,none,,,2026-08-17T10:16:23.719Z
lh-6_wm-gemini_ae479a45-4015-4ac9-b32c-a053f121a632,lh-6,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,27.947,21.137,0.402,6.407,3,6,2875,330,0,provider-managed,0.00339375,,0,0,false,default,none,none,,,2026-08-17T10:16:51.721Z
lh-7_wm-gemini_d90bd4ed-681c-46d5-a479-87d55a5e8467,lh-7,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,40.044,21.171,0.379,18.494,4,9,4761,349,0,provider-managed,0.0048795,,0,0,false,default,none,none,,,2026-08-17T10:17:31.797Z
lh-7_wm-gemini_0d9805c1-8d46-4610-9c7e-96db20e0b4c1,lh-7,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,39.095,21.150,0.384,17.561,4,9,4896,430,0,provider-managed,0.0052845,,0,0,false,default,none,none,,,2026-08-17T10:18:10.947Z
lh-7_wm-gemini_153788a4-4671-4dd2-8847-a443d8132da0,lh-7,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,40.078,21.173,0.393,18.512,4,9,4734,345,0,provider-managed,0.00484425,,0,0,false,default,none,none,,,2026-08-17T10:18:51.081Z
lh-8_wm-gemini_e3a6a66a-3cc1-4e39-9350-054f5efe49e8,lh-8,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,40.836,21.827,0.369,18.640,4,9,5516,488,0,provider-managed,0.005967,,0,0,false,default,none,none,,,2026-08-17T10:19:31.978Z
lh-8_wm-gemini_d5969115-40c7-46b2-a245-842ea3d84467,lh-8,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,40.470,21.133,0.392,18.945,4,9,5546,489,0,provider-managed,0.00599325,,0,0,false,default,none,none,,,2026-08-17T10:20:12.503Z
lh-8_wm-gemini_beafbf0e-48a4-4095-be66-608e64340fb9,lh-8,wm-gemini,gemini-3.6-flash,gemini-rest,learnhouse,http://127.0.0.1:3228,true,,39.729,21.181,0.437,18.111,4,9,5575,608,0,provider-managed,0.00646125,,0,0,false,default,none,none,,,2026-08-17T10:20:52.287Z
id-1_wm-gemini_8426e299-b365-4ac5-99ac-6b4000b35d56,id-1,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,62.797,36.918,0.357,25.522,3,7,4092,272,0,provider-managed,0.004089,,0,0,false,default,none,none,,,2026-08-17T10:23:09.510Z
id-1_wm-gemini_9622dd03-159f-4cef-b391-fc5657362642,id-1,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,62.995,36.281,0.393,26.321,3,7,4133,343,0,provider-managed,0.004386,,0,0,false,default,none,none,,,2026-08-17T10:24:12.571Z
id-1_wm-gemini_3efc1da0-5f50-4cd6-9edc-3eff85c70ce0,id-1,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,71.197,36.368,0.356,34.473,3,7,4165,348,0,provider-managed,0.00442875,,0,0,false,default,none,none,,,2026-08-17T10:25:23.838Z
id-2_wm-gemini_636c36dc-5c5c-448c-b840-7a088c243c28,id-2,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,49.583,36.399,0.429,12.756,3,7,4130,416,0,provider-managed,0.0046575,,0,0,false,default,none,none,,,2026-08-17T10:26:13.486Z
id-2_wm-gemini_914313bc-b96e-45ab-8972-9563db9ee11d,id-2,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,57.233,36.318,0.364,20.550,3,7,4146,379,0,provider-managed,0.00453075,,0,0,false,default,none,none,,,2026-08-17T10:27:10.788Z
id-2_wm-gemini_0a31a0ef-6ce6-4346-bb8d-3ab44d68f0e1,id-2,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,54.915,36.594,0.359,17.963,3,7,4113,347,0,provider-managed,0.004386,,0,0,false,default,none,none,,,2026-08-17T10:28:05.768Z
id-3_wm-gemini_90254321-e7a9-4851-ba0d-659f2c6ae3e3,id-3,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,60.349,36.461,0.336,23.552,3,7,4181,359,0,provider-managed,0.004482,,0,0,false,default,none,none,,,2026-08-17T10:29:06.184Z
id-3_wm-gemini_a1cdf86c-a374-42b2-9075-735d5ae9dcd8,id-3,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,57.061,36.342,0.358,20.361,3,7,4038,282,0,provider-managed,0.004086,,0,0,false,default,none,none,,,2026-08-17T10:30:03.307Z
id-3_wm-gemini_32693712-0877-4d53-9584-78ea6037ee07,id-3,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,58.256,36.513,0.389,21.354,3,7,4068,316,0,provider-managed,0.004236,,0,0,false,default,none,none,,,2026-08-17T10:31:01.629Z
id-4_wm-gemini_1e632f2a-8506-42eb-a6fa-dad88959b2e7,id-4,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,57.375,36.518,0.362,20.495,3,7,4134,429,0,provider-managed,0.00470925,,0,0,false,default,none,none,,,2026-08-17T10:31:59.076Z
id-4_wm-gemini_0dc210c7-bf9d-402f-a219-82997a3029c5,id-4,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,57.173,36.658,0.345,20.169,3,7,4101,352,0,provider-managed,0.00439575,,0,0,false,default,none,none,,,2026-08-17T10:32:56.321Z
id-4_wm-gemini_4812d373-65d0-4148-b477-cec7042a6a39,id-4,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,57.150,36.373,0.381,20.396,3,7,4069,287,0,provider-managed,0.004128,,0,0,false,default,none,none,,,2026-08-17T10:33:53.539Z
id-5_wm-gemini_6c7c82ae-44c6-454e-b4ee-3f69e62a97a7,id-5,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,50.335,36.419,0.370,13.547,3,7,4043,361,0,provider-managed,0.004386,,0,0,false,default,none,none,,,2026-08-17T10:34:43.945Z
id-5_wm-gemini_d6024ed4-99cb-4217-9fe5-eacac965a293,id-5,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,84.962,36.383,0.369,48.211,3,7,4008,348,0,provider-managed,0.004311,,0,0,false,default,none,none,,,2026-08-17T10:36:08.971Z
id-5_wm-gemini_3b744432-bbd2-43af-99e6-8ec99acb4e8c,id-5,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,84.599,36.602,0.323,47.673,3,7,3955,319,0,provider-managed,0.0041625,,0,0,false,default,none,none,,,2026-08-17T10:37:33.649Z
id-8_wm-gemini_070d005d-198c-479d-9c7d-32c1ea052555,id-8,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,75.266,36.518,0.378,38.369,3,7,4057,348,0,provider-managed,0.00434775,,0,0,false,default,none,none,,,2026-08-17T10:38:48.984Z
id-8_wm-gemini_1b383480-bde2-45e7-83b2-b1a6cebfbb24,id-8,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,75.183,36.549,0.331,38.303,3,7,4115,384,0,provider-managed,0.00452625,,0,0,false,default,none,none,,,2026-08-17T10:40:04.241Z
id-8_wm-gemini_9ed426bf-3c50-48f7-a598-1ff9036f6889,id-8,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,74.601,36.460,0.382,37.759,3,7,4080,415,0,provider-managed,0.00461625,,0,0,false,default,none,none,,,2026-08-17T10:41:18.907Z
id-6_wm-gemini_62839d2b-0d27-459f-ae0b-6cc8ca671654,id-6,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,47.298,37.824,0.612,8.863,4,9,6303,549,0,provider-managed,0.006786,,0,0,false,default,none,none,,,2026-08-17T10:42:06.672Z
id-6_wm-gemini_2d1097d9-7391-4ac6-93e4-d644eddf2e18,id-6,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,45.749,36.484,0.358,8.907,4,9,6412,618,0,provider-managed,0.0071265,,0,0,false,default,none,none,,,2026-08-17T10:42:52.868Z
id-6_wm-gemini_836e8b59-da6e-4c2e-930e-a35a8e3c306a,id-6,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,46.232,36.623,0.395,9.214,4,9,6299,567,0,provider-managed,0.0068505,,0,0,false,default,none,none,,,2026-08-17T10:43:39.797Z
id-7_wm-gemini_9b8e6c5b-d9ed-4819-8167-8377d2f228b3,id-7,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,51.045,36.785,0.382,13.878,3,7,4318,430,0,provider-managed,0.004851,,0,0,false,default,none,none,,,2026-08-17T10:44:31.318Z
id-7_wm-gemini_60d16d87-3e91-408c-8e1f-81c1edb10407,id-7,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,50.798,36.910,0.436,13.451,3,7,4462,612,0,provider-managed,0.0056415,,0,0,false,default,none,none,,,2026-08-17T10:45:22.572Z
id-7_wm-gemini_320ab225-d5a1-4d40-9c8a-4ea86944881e,id-7,wm-gemini,gemini-3.6-flash,gemini-rest,idurar-erp-crm,http://127.0.0.1:3229,true,,52.135,37.167,0.500,14.469,3,7,4441,586,0,provider-managed,0.00552825,,0,0,false,default,none,none,,,2026-08-17T10:46:15.168Z
hev-1_wm-gemini_7115e729-0b1f-432e-a410-842cb6a03697,hev-1,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,35.686,27.332,1.635,6.719,3,6,4702,391,0,provider-managed,0.00499275,,0,0,false,default,none,none,,,2026-08-17T10:49:08.977Z
hev-1_wm-gemini_ce9bf3d0-12ee-4dd8-b2ea-b69607dfedea,hev-1,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,34.469,26.885,1.260,6.325,3,6,4936,373,0,provider-managed,0.00510075,,0,0,false,default,none,none,,,2026-08-17T10:49:43.516Z
hev-1_wm-gemini_a9eddca5-32b3-43f1-bf50-82a073aef58c,hev-1,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,36.762,28.259,1.283,7.220,3,6,4913,389,0,provider-managed,0.0051435,,0,0,false,default,none,none,,,2026-08-17T10:50:20.338Z
hev-2_wm-gemini_22941f34-a175-44a6-8652-9e5c781c59a6,hev-2,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,32.017,26.125,1.228,4.664,2,4,2889,349,0,provider-managed,0.0034755,,0,0,false,default,none,none,,,2026-08-17T10:50:52.429Z
hev-2_wm-gemini_c7804be3-2e9d-439b-8c93-9473c1c7bdcc,hev-2,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,37.522,31.085,2.026,4.412,2,4,2714,328,0,provider-managed,0.0032655,,0,0,false,default,none,none,,,2026-08-17T10:51:30.030Z
hev-2_wm-gemini_21f7edd7-7433-4d1a-897e-52ef86458a6b,hev-2,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,34.692,27.846,2.071,4.775,2,4,2936,320,0,provider-managed,0.003402,,0,0,false,default,none,none,,,2026-08-17T10:52:04.805Z
hev-3_wm-gemini_a1f137a5-8536-494d-a30d-60b2127e9d42,hev-3,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,33.050,27.316,1.590,4.144,2,4,2805,310,0,provider-managed,0.00326625,,0,0,false,default,none,none,,,2026-08-17T10:52:37.912Z
hev-3_wm-gemini_35546c4b-32df-4d9d-9b50-348c6e578ecf,hev-3,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,33.924,29.173,1.370,3.381,2,4,2709,142,0,provider-managed,0.00256425,,0,0,false,default,none,none,,,2026-08-17T10:53:11.892Z
hev-3_wm-gemini_97082c2f-8f17-42cb-8098-82b303fb60d0,hev-3,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,33.234,27.876,1.450,3.908,2,4,2756,243,0,provider-managed,0.00297825,,0,0,false,default,none,none,,,2026-08-17T10:53:45.180Z
hev-4_wm-gemini_cc061010-2bd2-4338-914b-7843d397268f,hev-4,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,36.508,30.753,1.443,4.313,2,4,2827,252,0,provider-managed,0.00306525,,0,0,false,default,none,none,,,2026-08-17T10:54:21.764Z
hev-4_wm-gemini_98209d22-6598-42ce-b1c0-79615893b3e1,hev-4,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,33.283,26.696,1.283,5.305,2,4,2818,255,0,provider-managed,0.00306975,,0,0,false,default,none,none,,,2026-08-17T10:54:55.114Z
hev-4_wm-gemini_478a6f1c-d41d-420c-9f06-4baae4a7963a,hev-4,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,32.374,26.315,1.318,4.741,2,4,2845,309,0,provider-managed,0.0032925,,0,0,false,default,none,none,,,2026-08-17T10:55:27.567Z
hev-10_wm-gemini_9936b283-87dd-48da-b369-dba1b367338f,hev-10,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,35.519,24.469,1.221,9.828,5,10,8102,429,0,provider-managed,0.00768525,,0,0,false,default,none,none,,,2026-08-17T10:56:03.141Z
hev-10_wm-gemini_76ed547a-df8e-47da-ac27-f70424afd041,hev-10,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,37.747,27.924,1.176,8.647,4,8,6027,418,0,provider-managed,0.00608775,,0,0,false,default,none,none,,,2026-08-17T10:56:40.941Z
hev-10_wm-gemini_692685ba-a299-4a7c-8d0f-29c957a997e9,hev-10,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,32.711,22.635,1.107,8.969,4,8,6162,403,0,provider-managed,0.00613275,,0,0,false,default,none,none,,,2026-08-17T10:57:13.716Z
hev-5_wm-gemini_ce527a63-4a9f-4c10-bded-bd3779734b99,hev-5,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,27.840,22.858,1.144,3.838,2,4,2820,230,0,provider-managed,0.0029775,,0,0,false,default,none,none,,,2026-08-17T10:57:41.610Z
hev-5_wm-gemini_93b93329-1bf4-4e54-9ad8-03e46ad4f52c,hev-5,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,31.545,26.020,1.259,4.265,2,4,2794,244,0,provider-managed,0.0030105,,0,0,false,default,none,none,,,2026-08-17T10:58:13.231Z
hev-5_wm-gemini_446f28cd-19d3-4305-9e08-be77ee36d07d,hev-5,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,31.037,25.039,1.447,4.551,2,4,2749,227,0,provider-managed,0.002913,,0,0,false,default,none,none,,,2026-08-17T10:58:44.319Z
hev-6_wm-gemini_95b4c893-e407-4f12-86e6-3c9ff36d2042,hev-6,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,33.248,27.493,1.156,4.598,2,4,2860,416,0,provider-managed,0.003705,,0,0,false,default,none,none,,,2026-08-17T10:59:17.628Z
hev-6_wm-gemini_08dd50f5-319c-4026-9900-6869a17e3c30,hev-6,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,29.442,23.869,1.216,4.358,2,4,2843,380,0,provider-managed,0.00355725,,0,0,false,default,none,none,,,2026-08-17T10:59:47.131Z
hev-6_wm-gemini_e8f23a9a-d1cb-45f9-a4a1-197cfc13b2ca,hev-6,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,33.503,23.404,1.328,8.771,3,6,5207,989,0,provider-managed,0.007614,,0,0,false,default,none,none,,,2026-08-17T11:00:20.706Z
hev-7_wm-gemini_95f8a235-5b32-4bee-92e7-02b647aa086b,hev-7,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,38.745,25.382,1.169,12.194,4,9,6909,1303,0,provider-managed,0.010068,,0,0,false,default,none,none,,,2026-08-17T11:00:59.720Z
hev-7_wm-gemini_d8778db4-efda-44fc-860f-99d3fbbafb28,hev-7,wm-gemini,gemini-3.6-flash,gemini-rest,hi-events,http://127.0.0.1:3230,true,,40.746,26.613,1.261,12.871,4,9,7208,1392,0,provider-managed,0.010626,,0,0,false,default,none,none,,,2026-08-17T11:01:40.723Z
