run_id,task_id,arm,model,tool_version,site,start_url,success,failure_category,wall_clock_s,reset_s,setup_s,agent_s,model_turns,actions_or_tool_calls,input_tokens,output_tokens,cached_tokens,cache_write_tokens,caching,est_cost_usd,cost_estimated,snapshot_source,stop_reason,refusal,truncated,effort,retries,retry_wait_ms,budget_exhausted,temperature,perturbation_id,spec_shape,rescored,source,timestamp
id-6_cu-claude_f883cffd-d778-4b27-92f0-f8dd34d4aae3,id-6,cu-claude,claude-opus-5,computer_20251124,idurar-erp-crm,http://127.0.0.1:3215,true,,142.132,35.402,2.752,103.979,30,60,198,2599,160968,57133,enabled,0.50353025,,provider-response,tool_use,false,false,api-default,0,0,true,default,none,none,,,2026-08-20T02:44:53.322Z
id-6_cu-claude_0eb07098-b70e-4a61-b2c3-238849c2228f,id-6,cu-claude,claude-opus-5,computer_20251124,idurar-erp-crm,http://127.0.0.1:3215,true,,146.965,35.553,2.729,108.682,30,59,198,2661,164369,53512,enabled,0.4841495,,provider-response,end_turn,false,false,api-default,0,0,true,default,none,none,,,2026-08-20T02:47:20.636Z
id-6_cu-claude_99c62a5d-6322-4fbf-b3ba-b2024b4beb15,id-6,cu-claude,claude-opus-5,computer_20251124,idurar-erp-crm,http://127.0.0.1:3215,true,,151.222,35.494,2.732,112.995,30,60,198,2743,165066,53819,enabled,0.48846675,,provider-response,tool_use,false,false,api-default,0,0,true,default,none,none,,,2026-08-20T02:49:52.256Z
id-7_cu-claude_f43a28a2-a452-4938-b24b-6827ff11d32a,id-7,cu-claude,claude-opus-5,computer_20251124,idurar-erp-crm,http://127.0.0.1:3215,true,,110.613,35.794,2.744,72.075,20,39,161,1764,98746,32722,enabled,0.2987905,,provider-response,end_turn,false,false,api-default,0,0,false,default,none,none,,,2026-08-20T02:51:43.293Z
id-7_cu-claude_e671f28a-eeb3-46fa-98b6-9a67bcf6c5dd,id-7,cu-claude,claude-opus-5,computer_20251124,idurar-erp-crm,http://127.0.0.1:3215,true,,148.649,35.375,2.704,110.569,30,59,181,3060,154414,65404,enabled,0.563387,,provider-response,end_turn,false,false,api-default,0,0,true,default,none,none,,,2026-08-20T02:54:12.320Z
id-7_cu-claude_e432c215-59fd-421e-9180-47d9eb184273,id-7,cu-claude,claude-opus-5,computer_20251124,idurar-erp-crm,http://127.0.0.1:3215,true,,142.881,35.351,2.708,104.822,29,57,179,2824,150253,59471,enabled,0.51831525,,provider-response,end_turn,false,false,api-default,0,0,false,default,none,none,,,2026-08-20T02:56:35.589Z
