run_id,task_id,arm,model,tool_version,site,start_url,success,failure_category,wall_clock_s,reset_s,setup_s,agent_s,model_turns,actions_or_tool_calls,input_tokens,output_tokens,cached_tokens,cache_write_tokens,caching,est_cost_usd,cost_estimated,snapshot_source,stop_reason,refusal,truncated,effort,retries,retry_wait_ms,budget_exhausted,temperature,perturbation_id,spec_shape,rescored,source,timestamp
id-6_wm-gpt_a2f92fa9-f298-4dcb-9020-2d06695f66b2,id-6,wm-gpt,gpt-5.6-luna,responses-api,idurar-erp-crm,http://127.0.0.1:3215,true,,46.932,35.449,0.193,11.290,4,9,2283,193,2801,0,provider-managed,0.0037210999999999998,,provider-response,,false,false,,0,0,false,default,none,none,,,2026-08-20T01:38:40.052Z
id-6_wm-gpt_4772dd68-1a92-4a87-94d1-cb6c99693064,id-6,wm-gpt,gpt-5.6-luna,responses-api,idurar-erp-crm,http://127.0.0.1:3215,true,,48.151,35.332,0.189,12.630,4,9,1175,200,3910,0,provider-managed,0.002766,,provider-response,,false,false,,0,0,false,default,none,none,,,2026-08-20T01:39:28.551Z
id-6_wm-gpt_72a976e5-6b34-403b-a54a-8b17464158c5,id-6,wm-gpt,gpt-5.6-luna,responses-api,idurar-erp-crm,http://127.0.0.1:3215,true,,45.163,35.308,0.208,9.647,4,9,1177,209,3918,0,provider-managed,0.0028228000000000003,,provider-response,,false,false,,0,0,false,default,none,none,,,2026-08-20T01:40:14.076Z
id-7_wm-gpt_bd9bd2dd-b825-4adf-9478-fe68f5e80338,id-7,wm-gpt,gpt-5.6-luna,responses-api,idurar-erp-crm,http://127.0.0.1:3215,true,,42.691,35.345,0.185,7.161,3,7,1066,178,2431,0,provider-managed,0.0023771,,provider-response,,false,false,,0,0,false,default,none,none,,,2026-08-20T01:40:57.117Z
id-7_wm-gpt_ef2993c2-d22a-4350-ab9c-fe84e68ec124,id-7,wm-gpt,gpt-5.6-luna,responses-api,idurar-erp-crm,http://127.0.0.1:3215,true,,41.926,35.258,0.189,6.479,3,7,1050,152,2411,0,provider-managed,0.0022031,,provider-response,,false,false,,0,0,false,default,none,none,,,2026-08-20T01:41:39.388Z
id-7_wm-gpt_6b98d743-1661-465e-9c53-6b0d721ae9ea,id-7,wm-gpt,gpt-5.6-luna,responses-api,idurar-erp-crm,http://127.0.0.1:3215,true,,42.911,35.295,0.196,7.419,3,7,1093,205,2457,0,provider-managed,0.0025686999999999997,,provider-response,,false,false,,0,0,false,default,none,none,,,2026-08-20T01:42:22.634Z
